druid,purl,Title,Subtitle,Date,Type,Type URI
druid:ss430ty5753,https://purl.stanford.edu/ss430ty5753,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:ss559gn1277,https://purl.stanford.edu/ss559gn1277,Black Student Union News conference,,4/27/87,still image,http://vocab.getty.edu/aat/300046300
druid:ss589cq2405,https://purl.stanford.edu/ss589cq2405,Observing and interpreting East Palo Alto,,1982,text,
druid:ss819vd8572,https://purl.stanford.edu/ss819vd8572,W11-AFRICAAM-48Q-01,South Africa: Contested Transitions,2011,text,http://vocab.getty.edu/aat/300028026
druid:ss834bw8246,https://purl.stanford.edu/ss834bw8246,Comeup Collective Podcast,"S01 E01, This For The Hood",3/14/20,moving image,http://vocab.getty.edu/aat/300310137
druid:ss955xy5292,https://purl.stanford.edu/ss955xy5292,W11-AFRICAAM-166-01,Introduction To African American History: The Modern African American Freedom Struggle,2011,text,http://vocab.getty.edu/aat/300028026
druid:st126xz7096,https://purl.stanford.edu/st126xz7096,Where Were You in '72?,,,still image,http://vocab.getty.edu/aat/300224742
druid:st581cy1410,https://purl.stanford.edu/st581cy1410,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:st855hz8045,https://purl.stanford.edu/st855hz8045,East Palo Alto/Nairobi Legacy Reunion: Tiombe Jama,,7/23/04,still image,http://vocab.getty.edu/aat/300046300
druid:sv045zq6972,https://purl.stanford.edu/sv045zq6972,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:sv106kf9789,https://purl.stanford.edu/sv106kf9789,"Jessie Jackson - Martin Luther King, Jr. Day",,1/15/87,still image,http://vocab.getty.edu/aat/300046300
druid:sv116xy6785,https://purl.stanford.edu/sv116xy6785,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:sv132fn7563,https://purl.stanford.edu/sv132fn7563,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:sv221dn9336,https://purl.stanford.edu/sv221dn9336,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:sv307wy2971,https://purl.stanford.edu/sv307wy2971,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:sv312cf9421,https://purl.stanford.edu/sv312cf9421,"McDonald, E. B. (Sam)",,1927,still image,http://vocab.getty.edu/aat/300127104
druid:sv409zv2898,https://purl.stanford.edu/sv409zv2898,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:sv494pm4363,https://purl.stanford.edu/sv494pm4363,Elma Stuckey poetry reading,,1/22/81,still image,http://vocab.getty.edu/aat/300224742
druid:sv667tc6832,https://purl.stanford.edu/sv667tc6832,"Jessie Jackson - Martin Luther King, Jr. Day",,1/15/87,still image,http://vocab.getty.edu/aat/300046300
druid:sv838sj6619,https://purl.stanford.edu/sv838sj6619,Jam Pac'd Spring Show 2003,,2003,moving image,http://vocab.getty.edu/aat/300389778
druid:sv955cb7148,https://purl.stanford.edu/sv955cb7148,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:sw015qd4764,https://purl.stanford.edu/sw015qd4764,Letter to the President and Provost: The inadequacy of “The Impacts of Race in America”,,,text,
druid:sw166kz6613,https://purl.stanford.edu/sw166kz6613,Report to the Committee on Undergraduate Admissions and Financial Aid,,1971-11,text,
druid:sw501gg8585,https://purl.stanford.edu/sw501gg8585,"Ella Fitzgerald and Duke Ellington, Jazz Year 1965",,10/31/65,still image,http://vocab.getty.edu/aat/300046300
druid:sw533vx1994,https://purl.stanford.edu/sw533vx1994,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:sx255wn1616,https://purl.stanford.edu/sx255wn1616,What has Stanford done for you lately?,,,still image,
druid:sx689dj1811,https://purl.stanford.edu/sx689dj1811,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:sx694zg0253,https://purl.stanford.edu/sx694zg0253,W12-AFRICAAM-48Q-01,South Africa: Contested Transitions,2012,text,http://vocab.getty.edu/aat/300028026
druid:sx753tj7979,https://purl.stanford.edu/sx753tj7979,BROC volunteer application,,1983-05,still image,
druid:sx863yr3379,https://purl.stanford.edu/sx863yr3379,Black Liberation Month: Community Night,,2/3/78,still image,http://vocab.getty.edu/aat/300224742
druid:sy372zq6484,https://purl.stanford.edu/sy372zq6484,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:sy583jb1706,https://purl.stanford.edu/sy583jb1706,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:sy810qz2201,https://purl.stanford.edu/sy810qz2201,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:sy912nv5813,https://purl.stanford.edu/sy912nv5813,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:sy967tb0236,https://purl.stanford.edu/sy967tb0236,Grapevine,,12/7/80,text,
druid:sz000qh6692,https://purl.stanford.edu/sz000qh6692,Grapevine,,2/7/74,text,
druid:sz239yz1377,https://purl.stanford.edu/sz239yz1377,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:sz368cp4857,https://purl.stanford.edu/sz368cp4857,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:sz461br0710,https://purl.stanford.edu/sz461br0710,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:sz501dv6901,https://purl.stanford.edu/sz501dv6901,The Colonist,"Volume 2, Number 14",2/19/70,text,http://vocab.getty.edu/aat/300026656
druid:sz707ng3314,https://purl.stanford.edu/sz707ng3314,Sp15-AFRICAAM-34-01,"Race, Policing, And Mass Incarceration",2015,text,http://vocab.getty.edu/aat/300028026
druid:sz754wf8755,https://purl.stanford.edu/sz754wf8755,2005-06 Events: IDA 3rd Lecture,,2/2/06,moving image,http://vocab.getty.edu/aat/300069200
druid:sz836yk4836,https://purl.stanford.edu/sz836yk4836,"Black students ""Tamorines to Glory"" musical dress rehearsal-Sandra Richards Assistant Director",,4/18/72,still image,http://vocab.getty.edu/aat/300046300
druid:tb336jt5556,https://purl.stanford.edu/tb336jt5556,"Black Lives Matter memorial, Stanford University",,7/22/20,still image,http://vocab.getty.edu/aat/300417379
druid:tb480vb0068,https://purl.stanford.edu/tb480vb0068,"Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:tb793wj3521,https://purl.stanford.edu/tb793wj3521,"Ujamaa, Michael Britt",,,still image,http://vocab.getty.edu/aat/300046300
druid:tb861sy9427,https://purl.stanford.edu/tb861sy9427,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:tb945xb7874,https://purl.stanford.edu/tb945xb7874,South Africa divestment protest,,1985,still image,http://vocab.getty.edu/aat/300046300
druid:tc360jz9192,https://purl.stanford.edu/tc360jz9192,News Conference: Student Award Winners Calling for Divestment,,6/3/86,still image,http://vocab.getty.edu/aat/300046300
druid:tc503qk8025,https://purl.stanford.edu/tc503qk8025,"St. Augustine: African, Roman",,,still image,
druid:tc717vx7148,https://purl.stanford.edu/tc717vx7148,"Photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:tc857qg4451,https://purl.stanford.edu/tc857qg4451,Do Stanford Blacks have a responsibility to Black universities?,,,still image,
druid:tc882xq9031,https://purl.stanford.edu/tc882xq9031,Blackness and Christianity,,5/5/82,still image,http://vocab.getty.edu/aat/300224742
druid:td000cg3946,https://purl.stanford.edu/td000cg3946,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:td137cw0371,https://purl.stanford.edu/td137cw0371,"Martin Luther King, Jr. at Stanford",,4/23/64,still image,http://vocab.getty.edu/aat/300046300
druid:td448fq5742,https://purl.stanford.edu/td448fq5742,Julian Bond,,,still image,http://vocab.getty.edu/aat/300046300
druid:td779xg8207,https://purl.stanford.edu/td779xg8207,The Real News,,11/17/75,text,
druid:td807wg1295,https://purl.stanford.edu/td807wg1295,"Black Lives Matter memorial, Stanford University",,7/12/20,still image,http://vocab.getty.edu/aat/300417379
druid:td990qc4552,https://purl.stanford.edu/td990qc4552,Sherley Anne Williams Poetry Reading,,3/3/86,sound recording-nonmusical,http://vocab.getty.edu/aat/300069200
druid:tf041kz8968,https://purl.stanford.edu/tf041kz8968,W15-AFRICAST-142-01,"Challenging The Status Quo: Social Entrepreneurs Advancing Democracy, Development And Justice",2015,text,http://vocab.getty.edu/aat/300028026
druid:tf044sh1547,https://purl.stanford.edu/tf044sh1547,"Juneteenth, Freedom was not Free, panel discussion",,6/21/21,moving image,
druid:tf080zz0711,https://purl.stanford.edu/tf080zz0711,2005-06 Events: Camera 1,Tape 2,,moving image,http://vocab.getty.edu/aat/300069200
druid:tf306rh0728,https://purl.stanford.edu/tf306rh0728,Black Student Union News conference,,4/27/87,still image,http://vocab.getty.edu/aat/300046300
druid:tf597yx7931,https://purl.stanford.edu/tf597yx7931,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:tf969dw0699,https://purl.stanford.edu/tf969dw0699,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:tg062fm5453,https://purl.stanford.edu/tg062fm5453,Marcus Shelby Class,Tape 2,2/28/06,moving image,http://vocab.getty.edu/aat/300069200
druid:tg210ds3250,https://purl.stanford.edu/tg210ds3250,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:tg244gk1470,https://purl.stanford.edu/tg244gk1470,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:tg299sc5117,https://purl.stanford.edu/tg299sc5117,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tg700hv0147,https://purl.stanford.edu/tg700hv0147,"Transition to new building, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:tg708kb8572,https://purl.stanford.edu/tg708kb8572,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tg761mh2813,https://purl.stanford.edu/tg761mh2813,Students Out of South Africa--Sit-in at Old Union,,10/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:tg855xg7978,https://purl.stanford.edu/tg855xg7978,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tg861zw6633,https://purl.stanford.edu/tg861zw6633,Sit-in protesting South African Investment - Board of Trustee's Meeting at Hoover Institute - Protestors block Trustee's Cars - Students Out of South Africa,,5/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:tg937rg2194,https://purl.stanford.edu/tg937rg2194,South Carolina Learning Expedition Presentation,,11/12/99,moving image,http://vocab.getty.edu/aat/300265794
druid:th127cw3940,https://purl.stanford.edu/th127cw3940,Stanford out of South Africa,,4/24/85,mixed material,
druid:th321by8964,https://purl.stanford.edu/th321by8964,Reception for Black Graduate Students,,10/17/86,still image,http://vocab.getty.edu/aat/300046300
druid:th327fh6410,https://purl.stanford.edu/th327fh6410,"Ella Fitzgerald and Duke Ellington, Jazz Year 1965",,10/31/65,still image,http://vocab.getty.edu/aat/300046300
druid:th731dh3450,https://purl.stanford.edu/th731dh3450,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:th778xf3085,https://purl.stanford.edu/th778xf3085,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:th789vj1332,https://purl.stanford.edu/th789vj1332,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:tj007wz3652,https://purl.stanford.edu/tj007wz3652,"Shirley Chisholm lecture on Martin Luther King, Jr. birthday",,1/15/85,moving image,http://id.loc.gov/authorities/genreForms/gf2014026122
druid:tj252gy3680,https://purl.stanford.edu/tj252gy3680,South Carolina Sea Islands Learning Expedition,Tapes 1-2,1999,moving image,http://vocab.getty.edu/aat/300265794
druid:tj345qv4916,https://purl.stanford.edu/tj345qv4916,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:tj355zc7183,https://purl.stanford.edu/tj355zc7183,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:tj393ss3584,https://purl.stanford.edu/tj393ss3584,Black Student Union News conference,,4/27/87,still image,http://vocab.getty.edu/aat/300046300
druid:tj586rv8643,https://purl.stanford.edu/tj586rv8643,Below the Skin (camera 1),Tape 2,2003,moving image,http://vocab.getty.edu/aat/300069200
druid:tj680hs8616,https://purl.stanford.edu/tj680hs8616,Petition · Fund the MLK Research and Education Institute @ STANFORD · Change.org,,,text,
druid:tj794kb7566,https://purl.stanford.edu/tj794kb7566,Dennis Brutus-South African Poet and Activist-Speaking at Kresge Auditorium,,10/26/85,still image,http://vocab.getty.edu/aat/300046300
druid:tk260gp8982,https://purl.stanford.edu/tk260gp8982,"McDonald, E. B. (Sam)",,,still image,http://vocab.getty.edu/aat/300127104
druid:tk358cx2344,https://purl.stanford.edu/tk358cx2344,Upward Bound: SPO2,,2003,moving image,http://vocab.getty.edu/aat/300069200
druid:tk627tb0864,https://purl.stanford.edu/tk627tb0864,"Ujamaa, dorm life",,,still image,http://vocab.getty.edu/aat/300046300
druid:tk717nf3049,https://purl.stanford.edu/tk717nf3049,Stanford African Students Association invitation,,12/8/81,still image,http://vocab.getty.edu/aat/300224742
druid:tk931kx1421,https://purl.stanford.edu/tk931kx1421,Minister Louis Farrakhan,,4/20/81,still image,http://vocab.getty.edu/aat/300224742
druid:tk938xz8293,https://purl.stanford.edu/tk938xz8293,Third World Film Series,,,still image,http://vocab.getty.edu/aat/300224742
druid:tm225mp6868,https://purl.stanford.edu/tm225mp6868,Julian Bond,,,still image,http://vocab.getty.edu/aat/300046300
druid:tm361kb0122,https://purl.stanford.edu/tm361kb0122,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:tm652pd5698,https://purl.stanford.edu/tm652pd5698,Marcus Shelby - AAAS,,3/3/06,moving image,http://vocab.getty.edu/aat/300069200
druid:tn192hq2178,https://purl.stanford.edu/tn192hq2178,Africa Week,,1986-04,still image,http://vocab.getty.edu/aat/300224742
druid:tn234qv0713,https://purl.stanford.edu/tn234qv0713,Dennis Brutus-South African Poet and Activist-Speaking at Kresge Auditorium,,10/26/85,still image,http://vocab.getty.edu/aat/300046300
druid:tn364fb5917,https://purl.stanford.edu/tn364fb5917,"Black Lives Matter memorial, Stanford University",,7/12/20,still image,http://vocab.getty.edu/aat/300417379
druid:tn449wm7612,https://purl.stanford.edu/tn449wm7612,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tn543hb4068,https://purl.stanford.edu/tn543hb4068,The Real News,,5/28/74,text,
druid:tn581tt9223,https://purl.stanford.edu/tn581tt9223,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tn919dc1531,https://purl.stanford.edu/tn919dc1531,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tp089mh1287,https://purl.stanford.edu/tp089mh1287,Janice Stain,,4/6/19,sound recording-nonmusical,http://id.loc.gov/vocabulary/marcgt/int
druid:tp090ry1331,https://purl.stanford.edu/tp090ry1331,Black Arts Festival,,,still image,http://vocab.getty.edu/aat/300224742
druid:tp232hb2626,https://purl.stanford.edu/tp232hb2626,University response to issues raised by the Black Student Union,,4/11/68,text,http://vocab.getty.edu/aat/300026707
druid:tp239qy9901,https://purl.stanford.edu/tp239qy9901,"The Real News, Volume 11, Number 10",,5/11/79,text,
druid:tp282zs7561,https://purl.stanford.edu/tp282zs7561,Grapevine,,11/23/81,text,
druid:tp906zs4811,https://purl.stanford.edu/tp906zs4811,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:tq090jw8073,https://purl.stanford.edu/tq090jw8073,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tq130gy7451,https://purl.stanford.edu/tq130gy7451,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tq199vt0576,https://purl.stanford.edu/tq199vt0576,"Photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:tq223xt9756,https://purl.stanford.edu/tq223xt9756,Art in Action,,1982-04,still image,http://vocab.getty.edu/aat/300224742
druid:tq246sk1285,https://purl.stanford.edu/tq246sk1285,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tq272tg1358,https://purl.stanford.edu/tq272tg1358,Night of solidarity against national oppression,,,still image,
druid:tq273gf1880,https://purl.stanford.edu/tq273gf1880,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tq422wh5575,https://purl.stanford.edu/tq422wh5575,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:tq448ty1911,https://purl.stanford.edu/tq448ty1911,"Mike, Rah, and Aqueelah, photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:tq452ky7798,https://purl.stanford.edu/tq452ky7798,Grapevine,,11/3/80,text,
druid:tq527kv4004,https://purl.stanford.edu/tq527kv4004,Paule Marshall,,5/23/84,still image,http://vocab.getty.edu/aat/300224742
druid:tq684mq8308,https://purl.stanford.edu/tq684mq8308,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:tq765gs9416,https://purl.stanford.edu/tq765gs9416,Proposed Black Housing Configuration program 1971-72,,,text,
druid:tr135pp5676,https://purl.stanford.edu/tr135pp5676,Marc and Brenda,,,moving image,http://vocab.getty.edu/aat/300069200
druid:tr339mb2567,https://purl.stanford.edu/tr339mb2567,"Ella Fitzgerald and Duke Ellington, Jazz Year 1965",,10/31/65,still image,http://vocab.getty.edu/aat/300046300
druid:tr517mc8793,https://purl.stanford.edu/tr517mc8793,Grapevine,,2/4/80,text,
druid:tr540xc6181,https://purl.stanford.edu/tr540xc6181,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:tr598xp7318,https://purl.stanford.edu/tr598xp7318,Black Student Union- Black Girl in Search of God,,1968,still image,http://vocab.getty.edu/aat/300027221
druid:tr646ts5676,https://purl.stanford.edu/tr646ts5676,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:ts170gx0564,https://purl.stanford.edu/ts170gx0564,Black History Week,,1973-02,still image,http://vocab.getty.edu/aat/300027221
druid:ts210qk6067,https://purl.stanford.edu/ts210qk6067,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:ts238gt8503,https://purl.stanford.edu/ts238gt8503,Principles of non-violence,,1985,still image,
druid:ts369bq4773,https://purl.stanford.edu/ts369bq4773,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:ts399pq8080,https://purl.stanford.edu/ts399pq8080,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:ts417wt6160,https://purl.stanford.edu/ts417wt6160,East Palo Alto/Nairobi Legacy Reunion: Bob Hoover,,7/23/04,still image,http://vocab.getty.edu/aat/300046300
druid:ts480wt6034,https://purl.stanford.edu/ts480wt6034,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:ts522pq4252,https://purl.stanford.edu/ts522pq4252,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:ts563qr2660,https://purl.stanford.edu/ts563qr2660,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:ts586sc7172,https://purl.stanford.edu/ts586sc7172,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:ts744nk1785,https://purl.stanford.edu/ts744nk1785,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tt115zs5257,https://purl.stanford.edu/tt115zs5257,"Jessie Jackson - Martin Luther King, Jr. Day",,1/15/87,still image,http://vocab.getty.edu/aat/300046300
druid:tt119qn4839,https://purl.stanford.edu/tt119qn4839,"Black Lives Matter memorial, Stanford University",,7/12/20,still image,http://vocab.getty.edu/aat/300417379
druid:tt144wm0560,https://purl.stanford.edu/tt144wm0560,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:tt194fb8776,https://purl.stanford.edu/tt194fb8776,ASSU helping Black Student Relief Prog. -Big Daddy-Dave McCallum and Joe Ruetz,,11/15/73,still image,http://vocab.getty.edu/aat/300046300
druid:tt253db3627,https://purl.stanford.edu/tt253db3627,"Marcus Shelby Class, CBPA/Resident Dialogues",,2/28/06,moving image,http://vocab.getty.edu/aat/300069200
druid:tt291bk3861,https://purl.stanford.edu/tt291bk3861,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:tt378xs3231,https://purl.stanford.edu/tt378xs3231,Staff Memo,,12/16/82,still image,http://vocab.getty.edu/aat/300224742
druid:tt414sg2308,https://purl.stanford.edu/tt414sg2308,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:tt428ys6629,https://purl.stanford.edu/tt428ys6629,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tt533bz6893,https://purl.stanford.edu/tt533bz6893,Sp14-AFRICAAM-32-01,"The 5th Element: Hip Hop Knowledge, Pedagogy, And Social Justice",2014,text,http://vocab.getty.edu/aat/300028026
druid:tt779pw0165,https://purl.stanford.edu/tt779pw0165,Keith Sparks,,4/5/19,sound recording-nonmusical,http://id.loc.gov/vocabulary/marcgt/int
druid:tt909yt6939,https://purl.stanford.edu/tt909yt6939,"Memorial activities for Martin Luther King, Jr.",,4/8/68,still image,http://vocab.getty.edu/aat/300046300
druid:tt963rh6266,https://purl.stanford.edu/tt963rh6266,"Ujamaa, hula party",,,still image,http://vocab.getty.edu/aat/300046300
druid:tv042ct4777,https://purl.stanford.edu/tv042ct4777,"Press Release re: Martin Luther King, Jr. memorial service",,4/5/68,text,http://vocab.getty.edu/aat/300026437
druid:tv080yy4717,https://purl.stanford.edu/tv080yy4717,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:tv317dh2538,https://purl.stanford.edu/tv317dh2538,Sit-in protesting South African Investment - Board of Trustee's Meeting at Hoover Institute - Protestors block Trustee's Cars - Students Out of South Africa,,5/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:tv322ty6056,https://purl.stanford.edu/tv322ty6056,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:tv328kr7666,https://purl.stanford.edu/tv328kr7666,Marcus Shelby Jazz Orchestra,,3/10/06,moving image,http://vocab.getty.edu/aat/300069200
druid:tv336jp2869,https://purl.stanford.edu/tv336jp2869,Tresidder Memorial Union,,1990,moving image,
druid:tv394my4193,https://purl.stanford.edu/tv394my4193,East Palo Alto/Nairobi Legacy Reunion: Talala Mshugaa,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:tv585wd3782,https://purl.stanford.edu/tv585wd3782,South Africa divestment protest,,1985,still image,http://vocab.getty.edu/aat/300046300
druid:tv737gn6986,https://purl.stanford.edu/tv737gn6986,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:tv764tz3753,https://purl.stanford.edu/tv764tz3753,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:tv905gj1547,https://purl.stanford.edu/tv905gj1547,"Stanford out of South Africa (SOSA), Sit-in at Old Union",,10/23/85,still image,http://vocab.getty.edu/aat/300046300
druid:tv984kw0820,https://purl.stanford.edu/tv984kw0820,"Stanford Out of South Africa, Teach-In",,1985,still image,
druid:tw069cv4659,https://purl.stanford.edu/tw069cv4659,Sp14-AFRICAST-138-01,Conflict And Reconciliation In Africa: International Intervention,2014,text,http://vocab.getty.edu/aat/300028026
druid:tw262dt8340,https://purl.stanford.edu/tw262dt8340,Taking the Mic: 50 Years Later,,4/8/19,sound recording-nonmusical,http://id.loc.gov/vocabulary/marcgt/int
druid:tw297mv0719,https://purl.stanford.edu/tw297mv0719,"Jessie Jackson - Martin Luther King, Jr. Day",,1/15/87,still image,http://vocab.getty.edu/aat/300046300
druid:tw406jy8383,https://purl.stanford.edu/tw406jy8383,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tw411fn4965,https://purl.stanford.edu/tw411fn4965,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tw429fm8112,https://purl.stanford.edu/tw429fm8112,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tw434pv7798,https://purl.stanford.edu/tw434pv7798,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:tw463sn7391,https://purl.stanford.edu/tw463sn7391,Collard Greens Cultural Festival,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:tw574gv1058,https://purl.stanford.edu/tw574gv1058,Dreams of a City Rough Cut Selects for Ravenswood School Teachers,,,moving image,http://vocab.getty.edu/aat/300375156
druid:tw608zj4958,https://purl.stanford.edu/tw608zj4958,Grapevine,,11/15/73,text,
druid:tw629vb2893,https://purl.stanford.edu/tw629vb2893,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:tw675wn9316,https://purl.stanford.edu/tw675wn9316,Report of the Grape Policy Committee,,2/6/95,text,
druid:tw759jt9701,https://purl.stanford.edu/tw759jt9701,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:tw957ht8745,https://purl.stanford.edu/tw957ht8745,Clayborne Carson,,,still image,http://vocab.getty.edu/aat/300046300
druid:tx049qz5888,https://purl.stanford.edu/tx049qz5888,The Colonist,"Volume 2, Number 3",10/22/69,text,http://vocab.getty.edu/aat/300026656
druid:tx092qx9593,https://purl.stanford.edu/tx092qx9593,Vaugn Williams,,3/21/68,still image,http://vocab.getty.edu/aat/300046300
druid:tx092sy4895,https://purl.stanford.edu/tx092sy4895,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:tx264gs7984,https://purl.stanford.edu/tx264gs7984,Sp09-AFRICAST-211-01,Education For All? The Global And Local In Public Policy Making In Africa,2009,text,http://vocab.getty.edu/aat/300028026
druid:tx347jd6805,https://purl.stanford.edu/tx347jd6805,An Evening with Dick Gregory,,2/13/78,still image,http://vocab.getty.edu/aat/300224742
druid:tx429fb8723,https://purl.stanford.edu/tx429fb8723,South Africa divestment protest,,1985,still image,http://vocab.getty.edu/aat/300046300
